_measurement,tag_1,tag_2,_time,field_11,field_12,field_13,field_21,field_22
measurement_2,tag_12,tag_22,2025-06-01T17:28:00.000Z,,,,599.509,True
measurement_2,tag_13,tag_21,2025-06-01T17:29:00.000Z,,,,285.711,False
measurement_1,tag_11,tag_22,2025-06-01T17:30:00.000Z,115.564,4682.0,dolxsbm,,
measurement_1,tag_12,tag_22,2025-06-01T17:31:00.000Z,347.812,7557.0,wlkrtugkxo,,
measurement_1,tag_11,tag_21,2025-06-01T17:32:00.000Z,672.869,7544.0,jodzeiooz,,
measurement_1,tag_12,tag_22,2025-06-01T17:33:00.000Z,900.946,8359.0,qvtsehwqah,,
measurement_1,tag_12,tag_22,2025-06-01T17:34:00.000Z,495.558,4995.0,imzkejw,,
measurement_2,tag_12,tag_22,2025-06-01T17:35:00.000Z,,,,603.549,False
measurement_1,tag_11,tag_22,2025-06-01T17:36:00.000Z,83.858,9377.0,xcwjek,,
measurement_1,tag_13,tag_21,2025-06-01T17:37:00.000Z,232.506,5138.0,kioxxlhjf,,
measurement_2,tag_12,tag_21,2025-06-01T17:38:00.000Z,,,,478.706,True
measurement_2,tag_11,tag_21,2025-06-01T17:39:00.000Z,,,,85.627,True
measurement_2,tag_11,tag_21,2025-06-01T17:40:00.000Z,,,,623.177,True
measurement_1,tag_12,tag_22,2025-06-01T17:41:00.000Z,455.086,5950.0,uqpwqd,,
measurement_2,tag_12,tag_22,2025-06-01T17:42:00.000Z,,,,103.83,False
measurement_2,tag_13,tag_21,2025-06-01T17:43:00.000Z,,,,785.513,True
measurement_1,tag_12,tag_21,2025-06-01T17:44:00.000Z,746.053,5640.0,qrlupwqhx,,
measurement_2,tag_13,tag_22,2025-06-01T17:45:00.000Z,,,,431.372,True
measurement_2,tag_12,tag_22,2025-06-01T17:46:00.000Z,,,,216.137,False
measurement_1,tag_11,tag_21,2025-06-01T17:47:00.000Z,660.711,2738.0,tdggzsjjzm,,
measurement_1,tag_12,tag_21,2025-06-01T17:48:00.000Z,544.124,2189.0,mcxmql,,
measurement_2,tag_11,tag_21,2025-06-01T17:49:00.000Z,,,,468.191,True
measurement_1,tag_13,tag_22,2025-06-01T17:50:00.000Z,979.255,7356.0,kgdtjdujd,,
measurement_1,tag_12,tag_22,2025-06-01T17:51:00.000Z,948.339,2022.0,grodjedpg,,
measurement_2,tag_12,tag_21,2025-06-01T17:52:00.000Z,,,,825.602,True
measurement_1,tag_12,tag_22,2025-06-01T17:53:00.000Z,478.564,1967.0,tjvxhsou,,
measurement_2,tag_12,tag_21,2025-06-01T17:54:00.000Z,,,,801.992,False
measurement_1,tag_12,tag_21,2025-06-01T17:55:00.000Z,307.098,2944.0,zekhtdz,,
measurement_2,tag_11,tag_21,2025-06-01T17:56:00.000Z,,,,583.834,False
measurement_2,tag_11,tag_21,2025-06-01T17:57:00.000Z,,,,649.634,True
measurement_2,tag_12,tag_22,2025-06-01T17:58:00.000Z,,,,334.387,True
measurement_2,tag_12,tag_21,2025-06-01T17:59:00.000Z,,,,680.845,True
measurement_1,tag_12,tag_22,2025-06-01T18:00:00.000Z,702.755,202.0,ahegqrr,,
measurement_1,tag_11,tag_21,2025-06-01T18:01:00.000Z,329.412,9646.0,kvublj,,
measurement_1,tag_12,tag_21,2025-06-01T18:02:00.000Z,103.149,7663.0,bnxzbb,,
measurement_2,tag_13,tag_22,2025-06-01T18:03:00.000Z,,,,767.16,True
measurement_2,tag_12,tag_21,2025-06-01T18:04:00.000Z,,,,800.792,True
measurement_1,tag_12,tag_22,2025-06-01T18:05:00.000Z,904.827,8712.0,llbom,,
measurement_2,tag_12,tag_22,2025-06-01T18:06:00.000Z,,,,363.829,True
measurement_2,tag_13,tag_21,2025-06-01T18:07:00.000Z,,,,468.761,True
measurement_2,tag_11,tag_21,2025-06-01T18:08:00.000Z,,,,302.863,True
measurement_1,tag_12,tag_21,2025-06-01T18:09:00.000Z,422.638,4352.0,dtvelo,,
measurement_2,tag_13,tag_22,2025-06-01T18:10:00.000Z,,,,42.572,False
measurement_2,tag_12,tag_22,2025-06-01T18:11:00.000Z,,,,888.055,True
measurement_1,tag_13,tag_22,2025-06-01T18:12:00.000Z,76.737,8330.0,xtbetc,,
measurement_1,tag_11,tag_22,2025-06-01T18:13:00.000Z,706.718,504.0,oxcpxhtq,,
measurement_2,tag_13,tag_21,2025-06-01T18:14:00.000Z,,,,532.53,False
measurement_2,tag_13,tag_21,2025-06-01T18:15:00.000Z,,,,799.263,True
measurement_2,tag_12,tag_21,2025-06-01T18:16:00.000Z,,,,434.758,True
measurement_1,tag_11,tag_22,2025-06-01T18:17:00.000Z,463.582,749.0,znkyhsjg,,
measurement_1,tag_11,tag_21,2025-06-01T18:18:00.000Z,487.036,3354.0,cvmor,,
measurement_1,tag_12,tag_22,2025-06-01T18:19:00.000Z,378.472,8739.0,abihluadpv,,
measurement_2,tag_13,tag_21,2025-06-01T18:20:00.000Z,,,,872.106,False
measurement_1,tag_11,tag_21,2025-06-01T18:21:00.000Z,12.284,7802.0,xlxijb,,
measurement_2,tag_12,tag_21,2025-06-01T18:22:00.000Z,,,,900.256,True
measurement_1,tag_11,tag_21,2025-06-01T18:23:00.000Z,128.728,4984.0,ztclqqkntj,,
measurement_2,tag_13,tag_21,2025-06-01T18:24:00.000Z,,,,700.844,False
measurement_2,tag_11,tag_22,2025-06-01T18:25:00.000Z,,,,104.606,True
measurement_1,tag_13,tag_21,2025-06-01T18:26:00.000Z,432.837,1172.0,ervjxgwpw,,
measurement_2,tag_12,tag_21,2025-06-01T18:27:00.000Z,,,,719.096,True
measurement_2,tag_12,tag_22,2025-06-01T18:28:00.000Z,,,,739.38,True
measurement_2,tag_11,tag_22,2025-06-01T18:29:00.000Z,,,,1.461,False
measurement_1,tag_11,tag_22,2025-06-01T18:30:00.000Z,951.495,3255.0,alcvmdcoou,,
measurement_1,tag_13,tag_21,2025-06-01T18:31:00.000Z,795.101,1662.0,hbzrskvgb,,
measurement_1,tag_11,tag_22,2025-06-01T18:32:00.000Z,425.136,5583.0,twjsfw,,
measurement_2,tag_12,tag_21,2025-06-01T18:33:00.000Z,,,,816.97,False
measurement_2,tag_11,tag_21,2025-06-01T18:34:00.000Z,,,,54.961,True
measurement_1,tag_12,tag_22,2025-06-01T18:35:00.000Z,535.004,7553.0,rokhr,,
measurement_1,tag_12,tag_22,2025-06-01T18:36:00.000Z,638.04,3155.0,encwsqiyzt,,
measurement_1,tag_12,tag_22,2025-06-01T18:37:00.000Z,981.876,3658.0,ekuqsmezlh,,
measurement_1,tag_12,tag_22,2025-06-01T18:38:00.000Z,325.688,4639.0,bdxcqvjdy,,
measurement_1,tag_11,tag_21,2025-06-01T18:39:00.000Z,508.68,1466.0,xvwsxty,,
measurement_1,tag_12,tag_21,2025-06-01T18:40:00.000Z,236.876,3357.0,bnayw,,
measurement_2,tag_13,tag_21,2025-06-01T18:41:00.000Z,,,,197.68,True
measurement_2,tag_11,tag_21,2025-06-01T18:42:00.000Z,,,,143.665,False
measurement_2,tag_11,tag_21,2025-06-01T18:43:00.000Z,,,,885.639,False
measurement_1,tag_11,tag_22,2025-06-01T18:44:00.000Z,972.606,4332.0,oksbnounln,,
measurement_1,tag_11,tag_22,2025-06-01T18:45:00.000Z,877.152,5371.0,sznmkob,,
measurement_2,tag_11,tag_22,2025-06-01T18:46:00.000Z,,,,468.325,True
measurement_2,tag_11,tag_22,2025-06-01T18:47:00.000Z,,,,995.903,True
measurement_2,tag_13,tag_21,2025-06-01T18:48:00.000Z,,,,591.934,False
measurement_2,tag_13,tag_21,2025-06-01T18:49:00.000Z,,,,143.732,True
measurement_2,tag_11,tag_21,2025-06-01T18:50:00.000Z,,,,109.383,True
measurement_1,tag_13,tag_22,2025-06-01T18:51:00.000Z,471.733,2686.0,dwprm,,
measurement_2,tag_13,tag_22,2025-06-01T18:52:00.000Z,,,,438.782,True
measurement_1,tag_11,tag_21,2025-06-01T18:53:00.000Z,595.831,7412.0,mpejuskt,,
measurement_2,tag_12,tag_22,2025-06-01T18:54:00.000Z,,,,361.757,False
measurement_2,tag_13,tag_21,2025-06-01T18:55:00.000Z,,,,893.634,False
measurement_2,tag_11,tag_22,2025-06-01T18:56:00.000Z,,,,419.418,False
measurement_1,tag_12,tag_22,2025-06-01T18:57:00.000Z,22.33,1610.0,vxaik,,
measurement_2,tag_11,tag_22,2025-06-01T18:58:00.000Z,,,,211.935,False
measurement_1,tag_12,tag_22,2025-06-01T18:59:00.000Z,598.493,8848.0,msuyuh,,
measurement_1,tag_12,tag_22,2025-06-01T19:00:00.000Z,809.618,9304.0,ticeayyw,,
measurement_2,tag_13,tag_22,2025-06-01T19:01:00.000Z,,,,112.796,False
measurement_1,tag_13,tag_22,2025-06-01T19:02:00.000Z,469.565,3084.0,tfzjapprm,,
measurement_1,tag_11,tag_22,2025-06-01T19:03:00.000Z,281.452,9907.0,kezwo,,
measurement_2,tag_11,tag_21,2025-06-01T19:04:00.000Z,,,,183.229,False
measurement_2,tag_13,tag_22,2025-06-01T19:05:00.000Z,,,,976.825,False
measurement_2,tag_12,tag_21,2025-06-01T19:06:00.000Z,,,,203.031,True
measurement_1,tag_11,tag_22,2025-06-01T19:07:00.000Z,596.973,6533.0,ragrwg,,
measurement_1,tag_11,tag_22,2025-06-01T19:08:00.000Z,913.142,2298.0,pyqhkjjv,,
measurement_2,tag_13,tag_21,2025-06-01T19:09:00.000Z,,,,614.764,True
measurement_2,tag_11,tag_21,2025-06-01T19:10:00.000Z,,,,520.963,True
measurement_2,tag_13,tag_22,2025-06-01T19:11:00.000Z,,,,305.679,True
measurement_2,tag_11,tag_22,2025-06-01T19:12:00.000Z,,,,623.235,False
measurement_2,tag_12,tag_21,2025-06-01T19:13:00.000Z,,,,729.047,False
measurement_2,tag_13,tag_21,2025-06-01T19:14:00.000Z,,,,26.832,True
measurement_2,tag_12,tag_22,2025-06-01T19:15:00.000Z,,,,540.686,False
measurement_2,tag_11,tag_21,2025-06-01T19:16:00.000Z,,,,619.365,False
measurement_1,tag_13,tag_21,2025-06-01T19:17:00.000Z,299.955,5433.0,dtmnholrn,,
measurement_2,tag_12,tag_22,2025-06-01T19:18:00.000Z,,,,914.591,False
measurement_1,tag_11,tag_21,2025-06-01T19:19:00.000Z,938.055,8435.0,qrcrlgrws,,
measurement_1,tag_13,tag_21,2025-06-01T19:20:00.000Z,430.217,4547.0,qtcnunb,,
measurement_2,tag_12,tag_22,2025-06-01T19:21:00.000Z,,,,311.22,False
measurement_2,tag_11,tag_21,2025-06-01T19:22:00.000Z,,,,902.635,True
measurement_2,tag_11,tag_22,2025-06-01T19:23:00.000Z,,,,148.708,True
measurement_1,tag_13,tag_22,2025-06-01T19:24:00.000Z,849.275,9888.0,gdghdhj,,
measurement_1,tag_13,tag_21,2025-06-01T19:25:00.000Z,868.687,9510.0,guiil,,
measurement_1,tag_12,tag_21,2025-06-01T19:26:00.000Z,381.989,3061.0,gspei,,
measurement_2,tag_11,tag_22,2025-06-01T19:27:00.000Z,,,,764.214,False
measurement_1,tag_12,tag_22,2025-06-01T19:28:00.000Z,786.556,2203.0,nafrt,,
measurement_1,tag_11,tag_22,2025-06-01T19:29:00.000Z,628.671,1824.0,shlpspbcvr,,
measurement_1,tag_13,tag_22,2025-06-01T19:30:00.000Z,957.757,6428.0,rtpzbhsvo,,
measurement_2,tag_11,tag_21,2025-06-01T19:31:00.000Z,,,,929.761,True
measurement_1,tag_13,tag_21,2025-06-01T19:32:00.000Z,805.112,5147.0,zgnoazwjns,,
measurement_1,tag_11,tag_21,2025-06-01T19:33:00.000Z,566.567,5533.0,ixoha,,
measurement_2,tag_13,tag_22,2025-06-01T19:34:00.000Z,,,,871.281,False
measurement_1,tag_11,tag_22,2025-06-01T19:35:00.000Z,653.979,3110.0,vimelzkhvn,,
measurement_2,tag_13,tag_22,2025-06-01T19:36:00.000Z,,,,387.842,False
measurement_2,tag_12,tag_21,2025-06-01T19:37:00.000Z,,,,938.521,False
measurement_2,tag_12,tag_21,2025-06-01T19:38:00.000Z,,,,300.318,False
measurement_2,tag_13,tag_21,2025-06-01T19:39:00.000Z,,,,7.222,False
measurement_2,tag_12,tag_21,2025-06-01T19:40:00.000Z,,,,779.628,True
measurement_2,tag_13,tag_22,2025-06-01T19:41:00.000Z,,,,265.815,False
measurement_1,tag_12,tag_21,2025-06-01T19:42:00.000Z,636.951,1833.0,ozebxaclb,,
measurement_2,tag_13,tag_21,2025-06-01T19:43:00.000Z,,,,582.36,False
measurement_1,tag_13,tag_22,2025-06-01T19:44:00.000Z,242.111,4594.0,qsujpjj,,
measurement_2,tag_12,tag_22,2025-06-01T19:45:00.000Z,,,,558.739,True
measurement_1,tag_11,tag_22,2025-06-01T19:46:00.000Z,694.619,7949.0,ymunbayp,,
measurement_2,tag_13,tag_22,2025-06-01T19:47:00.000Z,,,,605.127,False
measurement_2,tag_11,tag_22,2025-06-01T19:48:00.000Z,,,,300.671,False
measurement_1,tag_11,tag_21,2025-06-01T19:49:00.000Z,517.48,7978.0,zdbaeczax,,
measurement_1,tag_13,tag_22,2025-06-01T19:50:00.000Z,620.734,5022.0,gqmzcauxx,,
measurement_2,tag_12,tag_21,2025-06-01T19:51:00.000Z,,,,708.564,False
measurement_2,tag_13,tag_22,2025-06-01T19:52:00.000Z,,,,879.564,False
measurement_2,tag_11,tag_22,2025-06-01T19:53:00.000Z,,,,205.851,True
measurement_2,tag_12,tag_22,2025-06-01T19:54:00.000Z,,,,199.803,False
measurement_1,tag_12,tag_22,2025-06-01T19:55:00.000Z,290.791,2976.0,xebugq,,
measurement_1,tag_12,tag_22,2025-06-01T19:56:00.000Z,337.477,2385.0,lhvghnk,,
measurement_2,tag_12,tag_21,2025-06-01T19:57:00.000Z,,,,65.241,True
measurement_2,tag_13,tag_22,2025-06-01T19:58:00.000Z,,,,733.18,False
measurement_2,tag_11,tag_22,2025-06-01T19:59:00.000Z,,,,277.257,False
measurement_2,tag_12,tag_21,2025-06-01T20:00:00.000Z,,,,146.191,True
measurement_2,tag_13,tag_22,2025-06-01T20:01:00.000Z,,,,488.967,True
measurement_1,tag_11,tag_22,2025-06-01T20:02:00.000Z,429.884,4409.0,zedukh,,
measurement_2,tag_12,tag_21,2025-06-01T20:03:00.000Z,,,,805.018,True
measurement_1,tag_13,tag_21,2025-06-01T20:04:00.000Z,29.462,6098.0,soltbei,,
measurement_1,tag_11,tag_22,2025-06-01T20:05:00.000Z,546.971,7725.0,ktwwbldip,,
measurement_2,tag_11,tag_22,2025-06-01T20:06:00.000Z,,,,599.953,False
measurement_1,tag_12,tag_21,2025-06-01T20:07:00.000Z,205.516,9095.0,bncuaxyr,,
measurement_1,tag_12,tag_21,2025-06-01T20:08:00.000Z,458.715,3508.0,dpgwljx,,
measurement_2,tag_13,tag_21,2025-06-01T20:09:00.000Z,,,,859.67,False
measurement_2,tag_11,tag_22,2025-06-01T20:10:00.000Z,,,,260.303,False
measurement_2,tag_11,tag_22,2025-06-01T20:11:00.000Z,,,,683.033,False
measurement_2,tag_12,tag_22,2025-06-01T20:12:00.000Z,,,,754.698,False
measurement_1,tag_11,tag_21,2025-06-01T20:13:00.000Z,98.574,1603.0,aktdjvnz,,
measurement_1,tag_12,tag_22,2025-06-01T20:14:00.000Z,358.196,4682.0,dbgnqxeh,,
measurement_1,tag_12,tag_22,2025-06-01T20:15:00.000Z,960.895,1133.0,qowxtx,,
measurement_1,tag_12,tag_22,2025-06-01T20:16:00.000Z,543.457,6120.0,gjswi,,
measurement_1,tag_13,tag_21,2025-06-01T20:17:00.000Z,114.705,6988.0,fwjoaomdc,,
measurement_2,tag_13,tag_21,2025-06-01T20:18:00.000Z,,,,395.217,True
measurement_1,tag_11,tag_22,2025-06-01T20:19:00.000Z,706.156,2677.0,coslqupd,,
measurement_2,tag_13,tag_22,2025-06-01T20:20:00.000Z,,,,524.297,True
measurement_2,tag_13,tag_21,2025-06-01T20:21:00.000Z,,,,235.619,True
measurement_1,tag_12,tag_22,2025-06-01T20:22:00.000Z,86.756,2359.0,ngtjagv,,
measurement_2,tag_11,tag_22,2025-06-01T20:23:00.000Z,,,,795.507,True
measurement_2,tag_11,tag_21,2025-06-01T20:24:00.000Z,,,,804.484,False
measurement_1,tag_12,tag_21,2025-06-01T20:25:00.000Z,361.052,427.0,vpwtbsd,,
measurement_2,tag_13,tag_22,2025-06-01T20:26:00.000Z,,,,894.816,True
measurement_1,tag_13,tag_22,2025-06-01T20:27:00.000Z,706.581,8312.0,nsuiisbbmm,,
measurement_2,tag_11,tag_22,2025-06-01T20:28:00.000Z,,,,759.24,False
measurement_2,tag_13,tag_21,2025-06-01T20:29:00.000Z,,,,811.878,False
measurement_2,tag_11,tag_22,2025-06-01T20:30:00.000Z,,,,327.503,False
measurement_1,tag_13,tag_22,2025-06-01T20:31:00.000Z,110.983,4698.0,lhrrrpaoz,,
measurement_2,tag_11,tag_21,2025-06-01T20:32:00.000Z,,,,509.53,False
measurement_2,tag_11,tag_21,2025-06-01T20:33:00.000Z,,,,134.426,True
measurement_1,tag_13,tag_21,2025-06-01T20:34:00.000Z,662.454,9928.0,qyuoj,,
measurement_1,tag_11,tag_22,2025-06-01T20:35:00.000Z,50.973,6619.0,eiijzzt,,
measurement_1,tag_12,tag_22,2025-06-01T20:36:00.000Z,500.822,8148.0,fdhugjzsfu,,
measurement_2,tag_12,tag_21,2025-06-01T20:37:00.000Z,,,,537.714,True
measurement_2,tag_13,tag_22,2025-06-01T20:38:00.000Z,,,,109.573,True
measurement_1,tag_12,tag_21,2025-06-01T20:39:00.000Z,329.04,3336.0,sjkjnbl,,
measurement_2,tag_13,tag_22,2025-06-01T20:40:00.000Z,,,,960.22,False
measurement_1,tag_13,tag_22,2025-06-01T20:41:00.000Z,218.96,2025.0,jbeuklko,,
measurement_1,tag_11,tag_21,2025-06-01T20:42:00.000Z,191.623,6607.0,gdsipeiygj,,
measurement_2,tag_12,tag_21,2025-06-01T20:43:00.000Z,,,,876.975,True
measurement_2,tag_11,tag_22,2025-06-01T20:44:00.000Z,,,,330.756,True
measurement_2,tag_11,tag_21,2025-06-01T20:45:00.000Z,,,,496.047,True
measurement_1,tag_11,tag_21,2025-06-01T20:46:00.000Z,729.227,4210.0,yueooexax,,
measurement_2,tag_13,tag_22,2025-06-01T20:47:00.000Z,,,,989.651,False
measurement_2,tag_13,tag_21,2025-06-01T20:48:00.000Z,,,,487.288,False
measurement_2,tag_13,tag_22,2025-06-01T20:49:00.000Z,,,,714.877,False
measurement_1,tag_12,tag_21,2025-06-01T20:50:00.000Z,455.816,9595.0,plqwsitgo,,
measurement_1,tag_11,tag_22,2025-06-01T20:51:00.000Z,355.724,7744.0,wduwwjk,,
measurement_2,tag_13,tag_21,2025-06-01T20:52:00.000Z,,,,393.397,False
measurement_1,tag_12,tag_22,2025-06-01T20:53:00.000Z,639.936,8806.0,rmomzcj,,
measurement_1,tag_11,tag_21,2025-06-01T20:54:00.000Z,229.41,8069.0,uoxsdaf,,
measurement_1,tag_11,tag_22,2025-06-01T20:55:00.000Z,964.02,9288.0,zimwml,,
measurement_2,tag_13,tag_21,2025-06-01T20:56:00.000Z,,,,233.535,True
measurement_2,tag_13,tag_22,2025-06-01T20:57:00.000Z,,,,792.106,True
measurement_1,tag_11,tag_21,2025-06-01T20:58:00.000Z,291.788,6776.0,hlvqp,,
measurement_1,tag_12,tag_22,2025-06-01T20:59:00.000Z,838.137,9201.0,tknjlhd,,
measurement_2,tag_12,tag_22,2025-06-01T21:00:00.000Z,,,,285.041,True
measurement_2,tag_11,tag_22,2025-06-01T21:01:00.000Z,,,,889.607,True
measurement_1,tag_13,tag_21,2025-06-01T21:02:00.000Z,759.53,756.0,zmobthrp,,
measurement_1,tag_11,tag_22,2025-06-01T21:03:00.000Z,387.611,1937.0,spndhdfg,,
measurement_1,tag_13,tag_22,2025-06-01T21:04:00.000Z,732.781,861.0,xfbtolztig,,
measurement_2,tag_12,tag_22,2025-06-01T21:05:00.000Z,,,,143.695,False
measurement_1,tag_13,tag_22,2025-06-01T21:06:00.000Z,897.12,9221.0,urgyph,,
measurement_1,tag_11,tag_21,2025-06-01T21:07:00.000Z,694.908,8590.0,atqzfkii,,
measurement_1,tag_13,tag_21,2025-06-01T21:08:00.000Z,125.154,9656.0,qcotro,,
measurement_2,tag_11,tag_21,2025-06-01T21:09:00.000Z,,,,81.93,False
measurement_1,tag_11,tag_22,2025-06-01T21:10:00.000Z,62.355,5357.0,pnrajvcv,,
measurement_2,tag_13,tag_21,2025-06-01T21:11:00.000Z,,,,602.16,False
measurement_2,tag_13,tag_21,2025-06-01T21:12:00.000Z,,,,708.883,True
measurement_2,tag_13,tag_22,2025-06-01T21:13:00.000Z,,,,436.407,True
measurement_2,tag_12,tag_21,2025-06-01T21:14:00.000Z,,,,419.12,False
measurement_2,tag_12,tag_22,2025-06-01T21:15:00.000Z,,,,299.136,True
measurement_1,tag_12,tag_22,2025-06-01T21:16:00.000Z,929.555,5093.0,lcbev,,
measurement_2,tag_12,tag_22,2025-06-01T21:17:00.000Z,,,,214.895,True
measurement_1,tag_13,tag_21,2025-06-01T21:18:00.000Z,829.102,1345.0,pncxnipdm,,
measurement_2,tag_11,tag_22,2025-06-01T21:19:00.000Z,,,,451.966,False
measurement_1,tag_13,tag_22,2025-06-01T21:20:00.000Z,285.978,394.0,kubswi,,
measurement_2,tag_11,tag_21,2025-06-01T21:21:00.000Z,,,,218.69,False
measurement_2,tag_12,tag_22,2025-06-01T21:22:00.000Z,,,,653.829,True
measurement_1,tag_13,tag_22,2025-06-01T21:23:00.000Z,305.43,3656.0,oufcscpo,,
measurement_1,tag_11,tag_22,2025-06-01T21:24:00.000Z,288.761,9668.0,jeuhkem,,
measurement_2,tag_11,tag_21,2025-06-01T21:25:00.000Z,,,,335.377,False
measurement_2,tag_11,tag_22,2025-06-01T21:26:00.000Z,,,,670.71,True
measurement_2,tag_12,tag_21,2025-06-01T21:27:00.000Z,,,,878.907,True
measurement_2,tag_12,tag_22,2025-06-01T21:28:00.000Z,,,,412.955,False
measurement_1,tag_11,tag_22,2025-06-01T21:29:00.000Z,591.182,7212.0,kislge,,
measurement_2,tag_12,tag_22,2025-06-01T21:30:00.000Z,,,,939.36,False
measurement_1,tag_13,tag_21,2025-06-01T21:31:00.000Z,252.779,8855.0,wvyixiytn,,
measurement_2,tag_11,tag_21,2025-06-01T21:32:00.000Z,,,,737.216,True
measurement_1,tag_12,tag_21,2025-06-01T21:33:00.000Z,613.79,1312.0,twwnimmwb,,
measurement_2,tag_12,tag_21,2025-06-01T21:34:00.000Z,,,,400.751,True
measurement_1,tag_13,tag_22,2025-06-01T21:35:00.000Z,274.567,690.0,afhhwmr,,
measurement_2,tag_12,tag_21,2025-06-01T21:36:00.000Z,,,,326.471,True
measurement_2,tag_11,tag_22,2025-06-01T21:37:00.000Z,,,,590.455,True
measurement_1,tag_11,tag_21,2025-06-01T21:38:00.000Z,635.858,5698.0,rhhoqdww,,
measurement_2,tag_11,tag_21,2025-06-01T21:39:00.000Z,,,,19.276,False
measurement_2,tag_11,tag_21,2025-06-01T21:40:00.000Z,,,,863.749,False
measurement_2,tag_12,tag_21,2025-06-01T21:41:00.000Z,,,,769.727,True
measurement_1,tag_13,tag_21,2025-06-01T21:42:00.000Z,271.07,8443.0,wcijkgnxii,,
measurement_2,tag_12,tag_21,2025-06-01T21:43:00.000Z,,,,190.836,False
measurement_1,tag_12,tag_21,2025-06-01T21:44:00.000Z,774.274,4445.0,tozfcu,,
measurement_1,tag_11,tag_22,2025-06-01T21:45:00.000Z,641.318,5396.0,ntsnzylzna,,
measurement_1,tag_11,tag_22,2025-06-01T21:46:00.000Z,828.828,602.0,cuvqjqwaor,,
measurement_2,tag_13,tag_21,2025-06-01T21:47:00.000Z,,,,975.755,False
measurement_2,tag_13,tag_22,2025-06-01T21:48:00.000Z,,,,754.362,False
measurement_1,tag_13,tag_21,2025-06-01T21:49:00.000Z,573.285,7955.0,whjpsfoiku,,
measurement_1,tag_12,tag_21,2025-06-01T21:50:00.000Z,150.284,4983.0,jjytwxqf,,
measurement_1,tag_12,tag_21,2025-06-01T21:51:00.000Z,966.938,2704.0,xkazb,,
measurement_1,tag_11,tag_21,2025-06-01T21:52:00.000Z,945.743,8756.0,vwtcnzqx,,
measurement_2,tag_11,tag_22,2025-06-01T21:53:00.000Z,,,,727.344,True
measurement_1,tag_13,tag_21,2025-06-01T21:54:00.000Z,385.465,4124.0,nhywqctra,,
measurement_2,tag_13,tag_22,2025-06-01T21:55:00.000Z,,,,687.816,True
measurement_1,tag_11,tag_22,2025-06-01T21:56:00.000Z,189.523,9950.0,ukqpfbjcrc,,
measurement_2,tag_12,tag_22,2025-06-01T21:57:00.000Z,,,,745.441,True
measurement_2,tag_11,tag_21,2025-06-01T21:58:00.000Z,,,,60.842,False
measurement_1,tag_13,tag_21,2025-06-01T21:59:00.000Z,734.734,7043.0,ploax,,
measurement_1,tag_12,tag_21,2025-06-01T22:00:00.000Z,489.736,5762.0,hjxorqip,,
measurement_1,tag_12,tag_22,2025-06-01T22:01:00.000Z,426.897,6800.0,gcbkhi,,
measurement_1,tag_11,tag_21,2025-06-01T22:02:00.000Z,62.3,6204.0,soynquaomw,,
measurement_1,tag_11,tag_22,2025-06-01T22:03:00.000Z,329.487,6964.0,gxfywuotqy,,
measurement_2,tag_12,tag_22,2025-06-01T22:04:00.000Z,,,,748.562,True
measurement_2,tag_11,tag_21,2025-06-01T22:05:00.000Z,,,,532.259,True
measurement_2,tag_11,tag_22,2025-06-01T22:06:00.000Z,,,,608.061,False
measurement_1,tag_12,tag_22,2025-06-01T22:07:00.000Z,804.345,8531.0,saauu,,
measurement_2,tag_12,tag_21,2025-06-01T22:08:00.000Z,,,,628.413,False
measurement_2,tag_11,tag_22,2025-06-01T22:09:00.000Z,,,,8.667,False
measurement_1,tag_13,tag_22,2025-06-01T22:10:00.000Z,824.46,6237.0,ccrhhjkyl,,
measurement_1,tag_13,tag_21,2025-06-01T22:11:00.000Z,610.405,7421.0,xfphkfjap,,
measurement_1,tag_12,tag_22,2025-06-01T22:12:00.000Z,550.061,8898.0,qlymddiv,,
measurement_1,tag_12,tag_21,2025-06-01T22:13:00.000Z,589.668,9169.0,etvnkp,,
measurement_1,tag_11,tag_22,2025-06-01T22:14:00.000Z,309.62,499.0,tywpvza,,
measurement_2,tag_12,tag_21,2025-06-01T22:15:00.000Z,,,,489.213,False
measurement_2,tag_13,tag_21,2025-06-01T22:16:00.000Z,,,,298.28,True
measurement_2,tag_11,tag_22,2025-06-01T22:17:00.000Z,,,,539.82,False
measurement_1,tag_13,tag_22,2025-06-01T22:18:00.000Z,692.998,1830.0,xursuschu,,
measurement_1,tag_11,tag_21,2025-06-01T22:19:00.000Z,216.141,3770.0,jthyaz,,
measurement_1,tag_12,tag_21,2025-06-01T22:20:00.000Z,902.279,7738.0,doywnqiaqr,,
measurement_2,tag_12,tag_21,2025-06-01T22:21:00.000Z,,,,787.464,True
measurement_1,tag_12,tag_21,2025-06-01T22:22:00.000Z,895.766,761.0,cyaghjx,,
measurement_2,tag_13,tag_22,2025-06-01T22:23:00.000Z,,,,970.663,False
measurement_2,tag_11,tag_22,2025-06-01T22:24:00.000Z,,,,83.18,True
measurement_1,tag_11,tag_22,2025-06-01T22:25:00.000Z,584.16,1613.0,lykothoy,,
measurement_1,tag_11,tag_22,2025-06-01T22:26:00.000Z,444.583,7811.0,pmmxb,,
measurement_1,tag_13,tag_22,2025-06-01T22:27:00.000Z,921.179,4166.0,pfurhqgzux,,
measurement_1,tag_12,tag_21,2025-06-01T22:28:00.000Z,50.799,444.0,dohwiftca,,
