_measurement,tag_1,tag_2,_time,field_11,field_12,field_13,field_21,field_22
measurement_1,tag_12,tag_22,2025-06-03T01:40:00.000Z,981.836,2361.0,mheldopkt,,
measurement_2,tag_12,tag_21,2025-06-03T01:41:00.000Z,,,,485.04,True
measurement_2,tag_11,tag_22,2025-06-03T01:42:00.000Z,,,,769.84,False
measurement_2,tag_12,tag_21,2025-06-03T01:43:00.000Z,,,,143.461,True
measurement_1,tag_12,tag_21,2025-06-03T01:44:00.000Z,374.131,8407.0,wqinr,,
measurement_1,tag_12,tag_22,2025-06-03T01:45:00.000Z,723.048,781.0,sxhsg,,
measurement_1,tag_11,tag_22,2025-06-03T01:46:00.000Z,679.082,6422.0,uafddedwo,,
measurement_1,tag_12,tag_22,2025-06-03T01:47:00.000Z,444.484,1777.0,gcpilyzrch,,
measurement_2,tag_13,tag_21,2025-06-03T01:48:00.000Z,,,,955.859,True
measurement_2,tag_12,tag_22,2025-06-03T01:49:00.000Z,,,,771.095,True
measurement_2,tag_13,tag_22,2025-06-03T01:50:00.000Z,,,,505.693,True
measurement_1,tag_11,tag_21,2025-06-03T01:51:00.000Z,461.61,1737.0,uymcai,,
measurement_1,tag_11,tag_21,2025-06-03T01:52:00.000Z,568.449,5433.0,xzsxk,,
measurement_1,tag_13,tag_21,2025-06-03T01:53:00.000Z,133.521,3057.0,gdyyvufaem,,
measurement_2,tag_13,tag_22,2025-06-03T01:54:00.000Z,,,,49.26,False
measurement_1,tag_11,tag_22,2025-06-03T01:55:00.000Z,639.422,8862.0,suucnymhwt,,
measurement_1,tag_11,tag_22,2025-06-03T01:56:00.000Z,163.114,3453.0,gnanruw,,
measurement_1,tag_12,tag_22,2025-06-03T01:57:00.000Z,96.252,9003.0,erzftvv,,
measurement_1,tag_12,tag_21,2025-06-03T01:58:00.000Z,135.246,7081.0,rpkcliszt,,
measurement_2,tag_13,tag_21,2025-06-03T01:59:00.000Z,,,,71.841,False
measurement_1,tag_12,tag_22,2025-06-03T02:00:00.000Z,627.526,3122.0,myhfaq,,
measurement_1,tag_13,tag_21,2025-06-03T02:01:00.000Z,404.474,8217.0,ioptgbavr,,
measurement_2,tag_13,tag_21,2025-06-03T02:02:00.000Z,,,,467.414,True
measurement_2,tag_13,tag_22,2025-06-03T02:03:00.000Z,,,,664.538,False
measurement_2,tag_13,tag_22,2025-06-03T02:04:00.000Z,,,,281.501,False
measurement_1,tag_11,tag_22,2025-06-03T02:05:00.000Z,626.793,5867.0,vykxxyfo,,
measurement_2,tag_12,tag_22,2025-06-03T02:06:00.000Z,,,,146.485,True
measurement_2,tag_12,tag_22,2025-06-03T02:07:00.000Z,,,,780.986,True
measurement_2,tag_13,tag_21,2025-06-03T02:08:00.000Z,,,,482.173,True
measurement_1,tag_13,tag_22,2025-06-03T02:09:00.000Z,290.957,5756.0,ojubkjvr,,
measurement_2,tag_12,tag_22,2025-06-03T02:10:00.000Z,,,,115.451,False
measurement_2,tag_12,tag_22,2025-06-03T02:11:00.000Z,,,,419.262,True
measurement_1,tag_12,tag_21,2025-06-03T02:12:00.000Z,868.006,7782.0,qvdchs,,
measurement_2,tag_13,tag_22,2025-06-03T02:13:00.000Z,,,,398.363,False
measurement_1,tag_11,tag_22,2025-06-03T02:14:00.000Z,645.627,7587.0,gvjhessj,,
measurement_1,tag_12,tag_22,2025-06-03T02:15:00.000Z,841.827,5100.0,lizzsnppc,,
measurement_2,tag_12,tag_22,2025-06-03T02:16:00.000Z,,,,29.534,False
measurement_1,tag_13,tag_21,2025-06-03T02:17:00.000Z,99.05,1789.0,dlklywspio,,
measurement_2,tag_13,tag_21,2025-06-03T02:18:00.000Z,,,,492.796,True
measurement_1,tag_12,tag_21,2025-06-03T02:19:00.000Z,656.654,8657.0,umbsvge,,
measurement_1,tag_13,tag_21,2025-06-03T02:20:00.000Z,901.439,9935.0,itzfc,,
measurement_1,tag_11,tag_21,2025-06-03T02:21:00.000Z,857.395,5002.0,kdmyuqdkmo,,
measurement_2,tag_11,tag_22,2025-06-03T02:22:00.000Z,,,,839.889,True
measurement_1,tag_11,tag_22,2025-06-03T02:23:00.000Z,913.086,4888.0,shaqxk,,
measurement_1,tag_11,tag_21,2025-06-03T02:24:00.000Z,611.8,3102.0,hmxdxag,,
measurement_1,tag_12,tag_21,2025-06-03T02:25:00.000Z,335.533,7529.0,actqdm,,
measurement_2,tag_12,tag_21,2025-06-03T02:26:00.000Z,,,,986.282,True
measurement_2,tag_12,tag_21,2025-06-03T02:27:00.000Z,,,,163.079,True
measurement_2,tag_13,tag_22,2025-06-03T02:28:00.000Z,,,,27.776,False
measurement_2,tag_12,tag_21,2025-06-03T02:29:00.000Z,,,,543.576,False
measurement_1,tag_12,tag_21,2025-06-03T02:30:00.000Z,504.375,164.0,cyoizprh,,
measurement_2,tag_12,tag_21,2025-06-03T02:31:00.000Z,,,,80.255,True
measurement_2,tag_11,tag_21,2025-06-03T02:32:00.000Z,,,,396.161,True
measurement_2,tag_11,tag_22,2025-06-03T02:33:00.000Z,,,,130.591,False
measurement_1,tag_12,tag_21,2025-06-03T02:34:00.000Z,803.361,9650.0,dotyh,,
measurement_2,tag_13,tag_21,2025-06-03T02:35:00.000Z,,,,918.674,True
measurement_2,tag_11,tag_21,2025-06-03T02:36:00.000Z,,,,899.47,True
measurement_1,tag_12,tag_21,2025-06-03T02:37:00.000Z,752.389,1051.0,mkpondahz,,
measurement_2,tag_11,tag_21,2025-06-03T02:38:00.000Z,,,,870.151,True
measurement_2,tag_13,tag_22,2025-06-03T02:39:00.000Z,,,,201.628,True
measurement_1,tag_12,tag_22,2025-06-03T02:40:00.000Z,623.401,805.0,cpovzi,,
measurement_1,tag_13,tag_22,2025-06-03T02:41:00.000Z,486.675,2357.0,sctbtzozq,,
measurement_2,tag_11,tag_21,2025-06-03T02:42:00.000Z,,,,272.86,True
measurement_2,tag_13,tag_22,2025-06-03T02:43:00.000Z,,,,82.405,False
measurement_1,tag_11,tag_22,2025-06-03T02:44:00.000Z,74.366,2140.0,mwgbhwcow,,
measurement_2,tag_12,tag_22,2025-06-03T02:45:00.000Z,,,,799.04,True
measurement_1,tag_11,tag_22,2025-06-03T02:46:00.000Z,536.491,1083.0,iowjrcm,,
measurement_1,tag_13,tag_22,2025-06-03T02:47:00.000Z,103.506,6269.0,ouepimmpp,,
measurement_1,tag_11,tag_21,2025-06-03T02:48:00.000Z,314.026,2968.0,nvwgvogtz,,
measurement_1,tag_11,tag_21,2025-06-03T02:49:00.000Z,795.53,1258.0,ffzodoa,,
measurement_2,tag_13,tag_21,2025-06-03T02:50:00.000Z,,,,734.319,True
measurement_1,tag_13,tag_22,2025-06-03T02:51:00.000Z,537.477,8494.0,tsilgwl,,
measurement_1,tag_11,tag_22,2025-06-03T02:52:00.000Z,557.888,7643.0,vanbyz,,
measurement_2,tag_11,tag_21,2025-06-03T02:53:00.000Z,,,,382.789,False
measurement_2,tag_13,tag_22,2025-06-03T02:54:00.000Z,,,,247.732,True
measurement_1,tag_13,tag_21,2025-06-03T02:55:00.000Z,29.559,5839.0,znovzc,,
measurement_2,tag_13,tag_21,2025-06-03T02:56:00.000Z,,,,909.413,False
measurement_2,tag_12,tag_22,2025-06-03T02:57:00.000Z,,,,323.403,False
measurement_2,tag_11,tag_21,2025-06-03T02:58:00.000Z,,,,442.993,False
measurement_2,tag_11,tag_22,2025-06-03T02:59:00.000Z,,,,412.565,False
measurement_1,tag_13,tag_22,2025-06-03T03:00:00.000Z,332.385,3065.0,tqhid,,
measurement_1,tag_11,tag_22,2025-06-03T03:01:00.000Z,275.037,6746.0,bygvpi,,
measurement_2,tag_12,tag_21,2025-06-03T03:02:00.000Z,,,,937.803,False
measurement_1,tag_12,tag_21,2025-06-03T03:03:00.000Z,386.012,5545.0,nvqwyv,,
measurement_2,tag_12,tag_22,2025-06-03T03:04:00.000Z,,,,465.501,True
measurement_2,tag_13,tag_21,2025-06-03T03:05:00.000Z,,,,706.908,True
measurement_1,tag_13,tag_21,2025-06-03T03:06:00.000Z,460.469,8633.0,mfbkzyfl,,
measurement_1,tag_12,tag_22,2025-06-03T03:07:00.000Z,813.263,7658.0,otyorskgt,,
measurement_2,tag_12,tag_22,2025-06-03T03:08:00.000Z,,,,585.647,True
measurement_2,tag_11,tag_22,2025-06-03T03:09:00.000Z,,,,448.728,False
measurement_2,tag_12,tag_21,2025-06-03T03:10:00.000Z,,,,250.649,True
measurement_1,tag_13,tag_21,2025-06-03T03:11:00.000Z,509.927,9596.0,wsrksz,,
measurement_2,tag_11,tag_21,2025-06-03T03:12:00.000Z,,,,205.507,False
measurement_1,tag_11,tag_22,2025-06-03T03:13:00.000Z,460.708,5981.0,tlncmgj,,
measurement_1,tag_11,tag_22,2025-06-03T03:14:00.000Z,397.951,9501.0,xraemi,,
measurement_1,tag_11,tag_21,2025-06-03T03:15:00.000Z,423.764,6461.0,lqyiculvn,,
measurement_1,tag_11,tag_22,2025-06-03T03:16:00.000Z,651.607,2482.0,stzwo,,
measurement_2,tag_13,tag_21,2025-06-03T03:17:00.000Z,,,,383.558,False
measurement_2,tag_11,tag_22,2025-06-03T03:18:00.000Z,,,,947.636,True
measurement_2,tag_12,tag_21,2025-06-03T03:19:00.000Z,,,,173.383,False
measurement_1,tag_11,tag_22,2025-06-03T03:20:00.000Z,182.29,2833.0,tfnmdhksf,,
measurement_2,tag_11,tag_21,2025-06-03T03:21:00.000Z,,,,287.803,True
measurement_2,tag_13,tag_21,2025-06-03T03:22:00.000Z,,,,800.867,True
measurement_1,tag_13,tag_21,2025-06-03T03:23:00.000Z,192.886,5567.0,vlvlg,,
measurement_2,tag_12,tag_22,2025-06-03T03:24:00.000Z,,,,641.686,False
measurement_2,tag_11,tag_21,2025-06-03T03:25:00.000Z,,,,603.451,False
measurement_1,tag_13,tag_21,2025-06-03T03:26:00.000Z,587.76,2069.0,wnrbg,,
measurement_1,tag_13,tag_22,2025-06-03T03:27:00.000Z,148.261,9600.0,ibwlt,,
measurement_1,tag_12,tag_21,2025-06-03T03:28:00.000Z,22.604,9357.0,vvgcotr,,
measurement_1,tag_11,tag_21,2025-06-03T03:29:00.000Z,389.209,2966.0,jwynwfikyk,,
measurement_1,tag_11,tag_21,2025-06-03T03:30:00.000Z,101.095,5329.0,ojkufrl,,
measurement_2,tag_11,tag_21,2025-06-03T03:31:00.000Z,,,,450.432,False
measurement_2,tag_13,tag_21,2025-06-03T03:32:00.000Z,,,,668.559,False
measurement_1,tag_13,tag_22,2025-06-03T03:33:00.000Z,216.627,3877.0,xkrpxhhimz,,
measurement_1,tag_12,tag_21,2025-06-03T03:34:00.000Z,708.277,4794.0,qkkepov,,
measurement_2,tag_11,tag_21,2025-06-03T03:35:00.000Z,,,,511.735,False
measurement_1,tag_12,tag_22,2025-06-03T03:36:00.000Z,902.831,2877.0,xhhktzn,,
measurement_1,tag_12,tag_21,2025-06-03T03:37:00.000Z,571.758,8471.0,scpfzssu,,
measurement_1,tag_12,tag_21,2025-06-03T03:38:00.000Z,121.477,1459.0,ebublur,,
measurement_2,tag_13,tag_22,2025-06-03T03:39:00.000Z,,,,670.601,False
measurement_1,tag_12,tag_22,2025-06-03T03:40:00.000Z,650.962,4413.0,hyeqgjppz,,
measurement_2,tag_13,tag_21,2025-06-03T03:41:00.000Z,,,,92.758,True
measurement_1,tag_12,tag_21,2025-06-03T03:42:00.000Z,860.91,7929.0,xxkkid,,
measurement_2,tag_11,tag_21,2025-06-03T03:43:00.000Z,,,,317.858,True
measurement_1,tag_12,tag_21,2025-06-03T03:44:00.000Z,159.616,8781.0,gswcsor,,
measurement_2,tag_12,tag_21,2025-06-03T03:45:00.000Z,,,,681.424,True
measurement_2,tag_12,tag_21,2025-06-03T03:46:00.000Z,,,,489.72,False
measurement_1,tag_12,tag_22,2025-06-03T03:47:00.000Z,221.137,5274.0,ttminygch,,
measurement_2,tag_13,tag_22,2025-06-03T03:48:00.000Z,,,,955.897,False
measurement_2,tag_13,tag_22,2025-06-03T03:49:00.000Z,,,,815.235,False
measurement_2,tag_13,tag_22,2025-06-03T03:50:00.000Z,,,,837.485,False
measurement_1,tag_12,tag_22,2025-06-03T03:51:00.000Z,53.421,5432.0,wkougsmcc,,
measurement_1,tag_11,tag_21,2025-06-03T03:52:00.000Z,0.926,6123.0,oofqy,,
measurement_1,tag_11,tag_22,2025-06-03T03:53:00.000Z,82.78,9531.0,ueoidt,,
measurement_1,tag_13,tag_22,2025-06-03T03:54:00.000Z,730.68,691.0,jvdoxtcntz,,
measurement_1,tag_13,tag_22,2025-06-03T03:55:00.000Z,54.618,3403.0,savempggmy,,
measurement_1,tag_11,tag_21,2025-06-03T03:56:00.000Z,340.684,5326.0,tcyoxlw,,
measurement_2,tag_12,tag_21,2025-06-03T03:57:00.000Z,,,,145.285,False
measurement_2,tag_13,tag_21,2025-06-03T03:58:00.000Z,,,,242.374,False
measurement_2,tag_12,tag_22,2025-06-03T03:59:00.000Z,,,,979.978,True
measurement_1,tag_13,tag_22,2025-06-03T04:00:00.000Z,133.128,7837.0,oeqhiaafpo,,
measurement_1,tag_12,tag_22,2025-06-03T04:01:00.000Z,435.706,3620.0,nsrtpkfotx,,
measurement_1,tag_11,tag_22,2025-06-03T04:02:00.000Z,970.616,8539.0,yvgatqlc,,
measurement_2,tag_13,tag_21,2025-06-03T04:03:00.000Z,,,,297.326,False
measurement_1,tag_11,tag_21,2025-06-03T04:04:00.000Z,828.162,2869.0,bwaob,,
measurement_1,tag_13,tag_22,2025-06-03T04:05:00.000Z,394.906,1127.0,lhmgafsf,,
measurement_2,tag_13,tag_22,2025-06-03T04:06:00.000Z,,,,448.426,False
measurement_2,tag_11,tag_21,2025-06-03T04:07:00.000Z,,,,754.873,False
measurement_1,tag_13,tag_21,2025-06-03T04:08:00.000Z,257.756,1025.0,okwofdcjla,,
measurement_1,tag_13,tag_22,2025-06-03T04:09:00.000Z,692.72,4750.0,xfqgpujs,,
measurement_2,tag_11,tag_22,2025-06-03T04:10:00.000Z,,,,267.901,True
measurement_1,tag_13,tag_21,2025-06-03T04:11:00.000Z,584.75,1688.0,vvbhfakyj,,
measurement_2,tag_11,tag_21,2025-06-03T04:12:00.000Z,,,,565.75,False
measurement_2,tag_11,tag_21,2025-06-03T04:13:00.000Z,,,,984.412,True
measurement_1,tag_12,tag_21,2025-06-03T04:14:00.000Z,860.768,6118.0,ugvvwydw,,
measurement_2,tag_11,tag_21,2025-06-03T04:15:00.000Z,,,,625.846,True
measurement_1,tag_11,tag_21,2025-06-03T04:16:00.000Z,88.553,7144.0,mzvlbyvd,,
measurement_1,tag_11,tag_21,2025-06-03T04:17:00.000Z,694.818,2884.0,uwpggedip,,
measurement_1,tag_11,tag_22,2025-06-03T04:18:00.000Z,926.675,442.0,qgfxk,,
measurement_1,tag_11,tag_21,2025-06-03T04:19:00.000Z,628.998,8450.0,hwfnkxgvg,,
measurement_2,tag_11,tag_21,2025-06-03T04:20:00.000Z,,,,800.292,False
measurement_2,tag_13,tag_21,2025-06-03T04:21:00.000Z,,,,852.886,False
measurement_2,tag_11,tag_22,2025-06-03T04:22:00.000Z,,,,632.233,True
measurement_2,tag_13,tag_22,2025-06-03T04:23:00.000Z,,,,799.614,True
measurement_1,tag_13,tag_22,2025-06-03T04:24:00.000Z,23.717,376.0,ktjkwzm,,
measurement_1,tag_11,tag_22,2025-06-03T04:25:00.000Z,74.57,6110.0,wbugsrdyv,,
measurement_2,tag_13,tag_21,2025-06-03T04:26:00.000Z,,,,526.229,False
measurement_2,tag_13,tag_21,2025-06-03T04:27:00.000Z,,,,291.702,True
measurement_1,tag_11,tag_22,2025-06-03T04:28:00.000Z,630.938,7849.0,wwkaiqx,,
measurement_1,tag_11,tag_21,2025-06-03T04:29:00.000Z,603.386,350.0,iheoodoohd,,
measurement_1,tag_11,tag_21,2025-06-03T04:30:00.000Z,470.842,3153.0,yfzagztn,,
measurement_1,tag_11,tag_21,2025-06-03T04:31:00.000Z,456.129,5186.0,wdfso,,
measurement_2,tag_13,tag_21,2025-06-03T04:32:00.000Z,,,,20.658,False
measurement_1,tag_13,tag_21,2025-06-03T04:33:00.000Z,492.011,1939.0,fuvicqzar,,
measurement_1,tag_11,tag_22,2025-06-03T04:34:00.000Z,315.179,7192.0,eivaglsh,,
measurement_1,tag_13,tag_22,2025-06-03T04:35:00.000Z,621.713,1573.0,undxtxhtj,,
measurement_2,tag_13,tag_22,2025-06-03T04:36:00.000Z,,,,631.141,True
measurement_1,tag_12,tag_21,2025-06-03T04:37:00.000Z,443.214,7931.0,uhgmqsvl,,
measurement_1,tag_12,tag_21,2025-06-03T04:38:00.000Z,97.209,3213.0,fpynxzj,,
measurement_1,tag_12,tag_21,2025-06-03T04:39:00.000Z,821.991,1545.0,trzsbbv,,
measurement_1,tag_11,tag_22,2025-06-03T04:40:00.000Z,459.195,5966.0,wdcxgptdvx,,
measurement_2,tag_12,tag_22,2025-06-03T04:41:00.000Z,,,,614.157,True
measurement_1,tag_13,tag_22,2025-06-03T04:42:00.000Z,852.197,7811.0,mmfelo,,
measurement_2,tag_11,tag_22,2025-06-03T04:43:00.000Z,,,,67.672,False
measurement_1,tag_11,tag_22,2025-06-03T04:44:00.000Z,237.628,6257.0,ugojp,,
measurement_2,tag_11,tag_21,2025-06-03T04:45:00.000Z,,,,548.778,True
measurement_1,tag_13,tag_21,2025-06-03T04:46:00.000Z,884.517,5321.0,prvtn,,
measurement_2,tag_11,tag_21,2025-06-03T04:47:00.000Z,,,,381.272,False
measurement_2,tag_12,tag_21,2025-06-03T04:48:00.000Z,,,,869.855,False
measurement_2,tag_11,tag_21,2025-06-03T04:49:00.000Z,,,,75.678,True
measurement_2,tag_11,tag_22,2025-06-03T04:50:00.000Z,,,,420.452,True
measurement_2,tag_13,tag_21,2025-06-03T04:51:00.000Z,,,,680.975,False
measurement_1,tag_11,tag_21,2025-06-03T04:52:00.000Z,605.278,8460.0,ikswdieg,,
measurement_2,tag_12,tag_21,2025-06-03T04:53:00.000Z,,,,215.932,True
measurement_2,tag_13,tag_21,2025-06-03T04:54:00.000Z,,,,3.752,False
measurement_2,tag_11,tag_21,2025-06-03T04:55:00.000Z,,,,218.475,True
measurement_2,tag_11,tag_21,2025-06-03T04:56:00.000Z,,,,647.176,True
measurement_1,tag_11,tag_22,2025-06-03T04:57:00.000Z,290.293,1183.0,uenodjt,,
measurement_1,tag_13,tag_22,2025-06-03T04:58:00.000Z,501.398,3955.0,gekloh,,
measurement_1,tag_13,tag_21,2025-06-03T04:59:00.000Z,103.47,5739.0,ftovn,,
measurement_2,tag_12,tag_21,2025-06-03T05:00:00.000Z,,,,287.362,True
measurement_2,tag_12,tag_21,2025-06-03T05:01:00.000Z,,,,988.732,True
measurement_2,tag_13,tag_21,2025-06-03T05:02:00.000Z,,,,200.334,False
measurement_1,tag_13,tag_21,2025-06-03T05:03:00.000Z,726.42,6426.0,lkizylpfd,,
measurement_2,tag_12,tag_22,2025-06-03T05:04:00.000Z,,,,83.139,False
measurement_1,tag_13,tag_21,2025-06-03T05:05:00.000Z,374.958,7325.0,yqbofpiidh,,
measurement_1,tag_13,tag_22,2025-06-03T05:06:00.000Z,323.112,1246.0,dvscewyb,,
measurement_2,tag_13,tag_22,2025-06-03T05:07:00.000Z,,,,964.329,False
measurement_2,tag_12,tag_22,2025-06-03T05:08:00.000Z,,,,928.648,True
measurement_2,tag_13,tag_21,2025-06-03T05:09:00.000Z,,,,522.17,False
measurement_2,tag_11,tag_21,2025-06-03T05:10:00.000Z,,,,473.945,False
measurement_2,tag_11,tag_22,2025-06-03T05:11:00.000Z,,,,351.392,False
measurement_2,tag_11,tag_21,2025-06-03T05:12:00.000Z,,,,484.633,False
measurement_2,tag_12,tag_22,2025-06-03T05:13:00.000Z,,,,419.808,True
measurement_2,tag_11,tag_22,2025-06-03T05:14:00.000Z,,,,863.477,True
measurement_2,tag_11,tag_21,2025-06-03T05:15:00.000Z,,,,194.97,True
measurement_2,tag_13,tag_21,2025-06-03T05:16:00.000Z,,,,930.85,False
measurement_2,tag_11,tag_22,2025-06-03T05:17:00.000Z,,,,464.722,True
measurement_1,tag_11,tag_21,2025-06-03T05:18:00.000Z,30.399,3360.0,eeyctdvdlo,,
measurement_2,tag_12,tag_22,2025-06-03T05:19:00.000Z,,,,586.071,False
measurement_1,tag_12,tag_22,2025-06-03T05:20:00.000Z,536.505,4213.0,vblrowceu,,
measurement_1,tag_13,tag_21,2025-06-03T05:21:00.000Z,619.503,6520.0,qjryishfru,,
measurement_1,tag_12,tag_22,2025-06-03T05:22:00.000Z,559.286,7577.0,gwdut,,
measurement_1,tag_13,tag_21,2025-06-03T05:23:00.000Z,731.588,1618.0,tveaqc,,
measurement_1,tag_12,tag_22,2025-06-03T05:24:00.000Z,730.734,5074.0,oqdjmwg,,
measurement_2,tag_12,tag_21,2025-06-03T05:25:00.000Z,,,,52.33,False
measurement_2,tag_13,tag_21,2025-06-03T05:26:00.000Z,,,,494.202,False
measurement_1,tag_13,tag_21,2025-06-03T05:27:00.000Z,569.919,2945.0,hyguqsa,,
measurement_1,tag_12,tag_21,2025-06-03T05:28:00.000Z,21.251,1157.0,dokyihr,,
measurement_1,tag_12,tag_21,2025-06-03T05:29:00.000Z,824.122,2023.0,yhidbisutg,,
measurement_2,tag_11,tag_21,2025-06-03T05:30:00.000Z,,,,580.871,False
measurement_2,tag_13,tag_22,2025-06-03T05:31:00.000Z,,,,537.415,True
measurement_1,tag_11,tag_22,2025-06-03T05:32:00.000Z,401.842,9941.0,votadbim,,
measurement_2,tag_11,tag_21,2025-06-03T05:33:00.000Z,,,,986.441,False
measurement_1,tag_11,tag_21,2025-06-03T05:34:00.000Z,508.434,2676.0,anecyzgigk,,
measurement_2,tag_11,tag_22,2025-06-03T05:35:00.000Z,,,,5.1,False
measurement_2,tag_13,tag_22,2025-06-03T05:36:00.000Z,,,,523.759,True
measurement_2,tag_12,tag_21,2025-06-03T05:37:00.000Z,,,,171.849,True
measurement_2,tag_12,tag_22,2025-06-03T05:38:00.000Z,,,,620.314,False
measurement_2,tag_13,tag_22,2025-06-03T05:39:00.000Z,,,,867.1,True
measurement_1,tag_12,tag_21,2025-06-03T05:40:00.000Z,532.425,3217.0,txywkqncru,,
measurement_1,tag_12,tag_22,2025-06-03T05:41:00.000Z,108.82,941.0,mcgid,,
measurement_1,tag_13,tag_21,2025-06-03T05:42:00.000Z,424.623,4977.0,cfduztau,,
measurement_1,tag_11,tag_21,2025-06-03T05:43:00.000Z,11.916,1106.0,kljmpgxgt,,
measurement_1,tag_13,tag_21,2025-06-03T05:44:00.000Z,642.128,6187.0,jzvlk,,
measurement_2,tag_12,tag_21,2025-06-03T05:45:00.000Z,,,,845.331,True
measurement_2,tag_12,tag_21,2025-06-03T05:46:00.000Z,,,,979.655,False
measurement_2,tag_13,tag_21,2025-06-03T05:47:00.000Z,,,,802.17,True
measurement_1,tag_13,tag_22,2025-06-03T05:48:00.000Z,137.152,3080.0,swfczo,,
measurement_1,tag_11,tag_22,2025-06-03T05:49:00.000Z,412.321,7450.0,yiwgu,,
measurement_1,tag_13,tag_21,2025-06-03T05:50:00.000Z,591.061,249.0,qvkoy,,
measurement_2,tag_11,tag_22,2025-06-03T05:51:00.000Z,,,,281.937,False
measurement_2,tag_13,tag_22,2025-06-03T05:52:00.000Z,,,,735.915,False
measurement_2,tag_13,tag_21,2025-06-03T05:53:00.000Z,,,,736.669,False
measurement_1,tag_12,tag_22,2025-06-03T05:54:00.000Z,406.362,5224.0,vcotmcalew,,
measurement_2,tag_11,tag_21,2025-06-03T05:55:00.000Z,,,,964.948,False
measurement_1,tag_12,tag_22,2025-06-03T05:56:00.000Z,813.005,8753.0,hgmwfrj,,
measurement_1,tag_13,tag_21,2025-06-03T05:57:00.000Z,729.318,1416.0,zkrkpyl,,
measurement_2,tag_12,tag_22,2025-06-03T05:58:00.000Z,,,,425.661,False
measurement_2,tag_11,tag_22,2025-06-03T05:59:00.000Z,,,,81.863,True
measurement_2,tag_11,tag_21,2025-06-03T06:00:00.000Z,,,,791.14,False
measurement_1,tag_11,tag_22,2025-06-03T06:01:00.000Z,69.572,1875.0,stlpnhugmg,,
measurement_1,tag_13,tag_21,2025-06-03T06:02:00.000Z,366.655,1397.0,dkwhp,,
measurement_1,tag_12,tag_21,2025-06-03T06:03:00.000Z,162.095,2670.0,hueufic,,
measurement_1,tag_13,tag_21,2025-06-03T06:04:00.000Z,244.936,8887.0,hnriffoxt,,
measurement_2,tag_12,tag_22,2025-06-03T06:05:00.000Z,,,,307.143,False
measurement_1,tag_13,tag_22,2025-06-03T06:06:00.000Z,564.538,7925.0,bgllmyjddm,,
measurement_2,tag_12,tag_21,2025-06-03T06:07:00.000Z,,,,911.009,False
measurement_2,tag_12,tag_22,2025-06-03T06:08:00.000Z,,,,302.105,True
measurement_2,tag_13,tag_22,2025-06-03T06:09:00.000Z,,,,405.733,False
measurement_1,tag_12,tag_22,2025-06-03T06:10:00.000Z,964.896,3028.0,fmkcbb,,
measurement_1,tag_13,tag_22,2025-06-03T06:11:00.000Z,772.655,9323.0,dyuqtzze,,
measurement_2,tag_12,tag_21,2025-06-03T06:12:00.000Z,,,,202.421,False
measurement_1,tag_12,tag_21,2025-06-03T06:13:00.000Z,489.575,2480.0,zlvyz,,
measurement_1,tag_13,tag_22,2025-06-03T06:14:00.000Z,661.196,2480.0,xngfyk,,
measurement_1,tag_12,tag_21,2025-06-03T06:15:00.000Z,708.104,4795.0,ufxzkmqyhl,,
measurement_1,tag_11,tag_21,2025-06-03T06:16:00.000Z,371.586,7511.0,nkuxuzios,,
measurement_1,tag_12,tag_21,2025-06-03T06:17:00.000Z,422.238,7914.0,cyzfvcreb,,
measurement_2,tag_11,tag_22,2025-06-03T06:18:00.000Z,,,,897.825,True
measurement_2,tag_13,tag_22,2025-06-03T06:19:00.000Z,,,,132.983,True
measurement_1,tag_11,tag_21,2025-06-03T06:20:00.000Z,979.15,8421.0,qageaq,,
measurement_1,tag_11,tag_22,2025-06-03T06:21:00.000Z,755.701,582.0,hrifs,,
measurement_2,tag_12,tag_22,2025-06-03T06:22:00.000Z,,,,450.063,False
measurement_2,tag_11,tag_21,2025-06-03T06:23:00.000Z,,,,795.144,True
measurement_2,tag_11,tag_21,2025-06-03T06:24:00.000Z,,,,235.056,False
measurement_2,tag_11,tag_21,2025-06-03T06:25:00.000Z,,,,717.478,True
measurement_2,tag_13,tag_21,2025-06-03T06:26:00.000Z,,,,900.561,False
measurement_2,tag_11,tag_21,2025-06-03T06:27:00.000Z,,,,25.114,True
measurement_1,tag_11,tag_22,2025-06-03T06:28:00.000Z,985.68,2910.0,jzhicdhvql,,
measurement_1,tag_13,tag_22,2025-06-03T06:29:00.000Z,681.449,9512.0,wombhagt,,
measurement_1,tag_11,tag_22,2025-06-03T06:30:00.000Z,82.171,3121.0,axnrmjkk,,
measurement_1,tag_13,tag_22,2025-06-03T06:31:00.000Z,469.421,786.0,yjargqbior,,
measurement_2,tag_12,tag_21,2025-06-03T06:32:00.000Z,,,,593.908,True
measurement_1,tag_13,tag_21,2025-06-03T06:33:00.000Z,935.823,9914.0,voepwbo,,
measurement_1,tag_12,tag_21,2025-06-03T06:34:00.000Z,148.629,9281.0,ipprzucxq,,
measurement_1,tag_12,tag_22,2025-06-03T06:35:00.000Z,95.302,8777.0,wkmmamfbn,,
measurement_2,tag_12,tag_22,2025-06-03T06:36:00.000Z,,,,986.08,True
measurement_1,tag_12,tag_21,2025-06-03T06:37:00.000Z,801.238,1510.0,xzskmzyg,,
measurement_1,tag_13,tag_22,2025-06-03T06:38:00.000Z,253.229,6819.0,piudhybk,,
